"gameid","playid","period","strength","time","event","description","playersAway","playersPosAway","playersHome","playersPosAway.1"
"2013020011",237,3,"EV","18:321:28","BLOCK","MIN #3 COYLE BLOCKED BY  L.A #33 MITCHELL, Slap, Def. Zone","28 77 8 33 44 32","C C D D D G","3 64 22 25 46 32","C C D D D G"
"2013020011",238,3,"EV","18:391:21","BLOCK","MIN #46 SPURGEON BLOCKED BY  L.A #44 REGEHR, Slap, Def. Zone","28 77 8 33 44 32","C C D D D G","3 64 22 25 46 32","C C D D D G"
"2013020011",239,3,"EV","18:461:14","SHOT","MIN ONGOAL - #3 COYLE, Snap, Off. Zone, 34 ft.","28 77 8 33 44 32","C C D D D G","3 64 22 25 46 32","C C D D D G"
"2013020011",240,3,"EV","19:070:53","BLOCK","MIN #24 COOKE BLOCKED BY  L.A #22 LEWIS, Wrist, Def. Zone","22 28 74 6 26 32","C C L D D G","17 21 24 4 46 32","C C L D D G"
"2013020011",241,3,"EV","19:140:46","BLOCK","MIN #2 BALLARD BLOCKED BY  L.A #22 LEWIS, Slap, Def. Zone","22 28 74 6 26 32","C C L D D G","17 21 24 2 4 32","C C L D D G"
"2013020011",242,3,"EV","19:200:40","MISS","MIN #21 BRODZIAK, Slap, Wide of Net, Off. Zone, 46 ft.","22 28 74 6 26 32","C C L D D G","17 21 24 2 4 32","C C L D D G"
"2013020011",243,3,"EV","19:280:32","MISS","L.A #74 KING, Wrist, Wide of Net, Off. Zone, 60 ft.","10 14 74 2 33 32","C R L D D G","21 29 24 2 4 32","C R L D D G"
"2013020011",244,3,"EV","19:450:15","HIT","L.A #2 GREENE HIT MIN #4 STONER, Def. Zone","10 14 74 2 33 32","C R L D D G","21 29 24 2 4 32","C R L D D G"
"2013020011",245,3," ","20:000:00","PEND","Period End- Local time: 9:35 CDT","10 14 23 2 33 32","C R L D D G","9 29 11 20 25 32","C R L D D G"
"2013020011",246,4," ","0:005:00","PSTR","Period Start- Local time: 9:37 CDT","","","9 11 20 25 32",""
"2013020011",247,4,"EV","0:005:00","FAC","L.A won Neu. Zone - L.A #11 KOPITAR vs MIN #9 KOIVU","11 14 8 44 32","C R D D G","9 11 20 25 32","C R D D G"
"2013020011",248,4,"EV","0:454:15","BLOCK","L.A #77 CARTER BLOCKED BY  MIN #6 SCANDELLA, Wrist, Def. Zone","10 77 8 33 32","C C D D G","3 29 6 46 32","C C D D G"
"2013020011",249,4,"EV","0:484:12","GIVE","L.A GIVEAWAY - #77 CARTER, Off. Zone","10 77 8 33 32","C C D D G","3 29 6 46 32","C C D D G"
"2013020011",250,4," ","0:574:03","STOP","NET OFF","10 77 8 33 32","C C D D G","3 29 6 46 32","C C D D G"
"2013020011",251,4,"EV","0:574:03","FAC","MIN won Off. Zone - L.A #28 STOLL vs MIN #3 COYLE","28 23 26 33 32","C L D D G","3 29 2 20 32","C L D D G"
"2013020011",252,4,"EV","1:313:29","HIT","L.A #26 VOYNOV HIT MIN #3 COYLE, Def. Zone","28 23 26 33 32","C L D D G","3 29 20 25 32","C L D D G"
"2013020011",253,4,"EV","2:092:51","BLOCK","L.A #14 WILLIAMS BLOCKED BY  MIN #25 BRODIN, Wrist, Def. Zone","11 14 2 6 32","C R D D G","64 15 20 25 32","C R D D G"
"2013020011",254,4,"EV","2:532:07","GIVE","MIN GIVEAWAY - #20 SUTER, Off. Zone","10 77 8 44 32","C C D D G","9 11 20 25 32","C C D D G"
"2013020011",255,4,"EV","3:151:45","HIT","MIN #20 SUTER HIT L.A #22 LEWIS, Def. Zone","22 21 8 33 32","C R D D G","9 11 20 25 32","C R D D G"
"2013020011",256,4,"EV","3:231:37","SHOT","L.A ONGOAL - #22 LEWIS, Wrist, Off. Zone, 54 ft.","22 21 8 33 32","C R D D G","21 11 6 46 32","C R D D G"
"2013020011",257,4,"EV","3:271:33","HIT","MIN #46 SPURGEON HIT L.A #22 LEWIS, Def. Zone","22 21 26 33 32","C R D D G","21 22 6 46 32","C R D D G"
"2013020011",258,4,"EV","4:260:34","TAKE","L.A TAKEAWAY - #11 KOPITAR, Neu. Zone","11 14 6 8 32","C R D D G","29 11 20 25 32","C R D D G"
"2013020011",259,4,"EV","4:300:30","MISS","L.A #14 WILLIAMS, Wrist, Over Net, Off. Zone, 35 ft.","11 14 6 8 32","C R D D G","29 11 20 25 32","C R D D G"
"2013020011",260,4," ","4:320:28","STOP","PUCK IN CROWD","11 14 6 8 32","C R D D G","29 11 20 25 32","C R D D G"
"2013020011",261,4,"EV","4:320:28","FAC","MIN won Neu. Zone - L.A #77 CARTER vs MIN #9 KOIVU","10 77 6 8 32","C C D D G","9 15 6 46 32","C C D D G"
"2013020011",262,4," ","5:000:00","PEND","Period End- Local time: 9:43 CDT","10 77 6 8 32","C C D D G","9 15 6 46 32","C C D D G"
"2013020011",263,5," ","0:000:00","PSTR","Period Start- Local time: 9:47 CDT","32","G","32","G"
"2013020011",264,5,"EV","0:000:00","SHOT","MIN ONGOAL - #11 PARISE, Backhand, Off. Zone, 11 ft.","32","G","32","G"
"2013020011",265,5,"EV","0:000:00","GOAL","L.A #11 KOPITAR, Wrist, Off. Zone, 13 ft.","32","G","32","G"
"2013020011",266,5,"EV","0:000:00","MISS","MIN #9 KOIVU, Wrist, Wide of Net, Off. Zone, 15 ft.","32","G","32","G"
"2013020011",267,5,"EV","0:000:00","GOAL","L.A #77 CARTER, Backhand, Off. Zone, 15 ft.","32","G","32","G"
"2013020011",268,5," ","0:000:00","SOC","Shootout Completed- Local time: 9:49 CDT","32","G","32","G"
"2013020011",269,5," ","0:000:00","PEND","Period End- Local time: 9:49 CDT","32","G","32","G"
"2013020011",270,5," ","0:000:00","GEND","Game End- Local time: 9:49 CDT","","","",""
"2013020001",1,1," ","0:0020:00","PSTR","Period Start- Local time: 7:27 EDT","42 81 21 3 36 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",2,1,"EV","0:0020:00","FAC","TOR won Neu. Zone - TOR #42 BOZAK vs MTL #14 PLEKANEC","42 81 21 3 36 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",3,1,"EV","1:1418:46","MISS","TOR #4 FRANSON, Wrist, Wide of Net, Off. Zone, 61 ft.","43 19 41 4 51 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",4,1,"EV","1:3618:24","SHOT","MTL ONGOAL - #11 GALLAGHER, Wrist, Off. Zone, 23 ft.","63 40 12 15 51 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",5,1,"EV","1:4018:20","HIT","MTL #27 GALCHENYUK HIT TOR #51 GARDINER, Off. Zone","63 40 12 15 51 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",6,1,"EV","1:4518:15","BLOCK","TOR #63 BOLLAND BLOCKED BY  MTL #24 TINORDI, Wrist, Def. Zone","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",7,1," ","1:4618:14","STOP","PUCK IN NETTING","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",8,1,"EV","1:4618:14","FAC","TOR won Off. Zone - TOR #11 MCCLEMENT vs MTL #8 PRUST","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",9,1,"EV","1:5218:08","BLOCK","TOR #15 RANGER BLOCKED BY  MTL #32 MOEN, Wrist, Def. Zone","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",10,1,"EV","1:5718:03","GIVE","MTL GIVEAWAY - #32 MOEN, Def. Zone","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",11,1,"EV","2:0217:58","HIT","MTL #24 TINORDI HIT TOR #28 ORR, Def. Zone","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",12,1,"EV","2:0817:52","HIT","TOR #11 MCCLEMENT HIT MTL #55 BOUILLON, Off. Zone","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",13,1,"EV","2:1017:50","HIT","MTL #8 PRUST HIT TOR #37 ASHTON, Def. Zone","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",14,1," ","2:1217:48","STOP","HIGH STICK","11 28 37 2 15 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",15,1,"EV","2:1217:48","FAC","MTL won Neu. Zone - TOR #42 BOZAK vs MTL #14 PLEKANEC","42 81 21 3 36 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",16,1,"EV","2:2417:36","SHOT","MTL ONGOAL - #17 BOURQUE, Wrist, Off. Zone, 46 ft.","42 81 21 4 51 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",17,1," ","2:2517:35","STOP","GOALIE STOPPED","42 81 21 4 51 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",18,1,"EV","2:2517:35","FAC","MTL won Off. Zone - TOR #42 BOZAK vs MTL #14 PLEKANEC","42 81 21 3 4 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",19,1,"EV","2:2817:32","SHOT","MTL ONGOAL - #26 GORGES, Slap, Off. Zone, 50 ft.","42 81 21 3 4 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",20,1," ","2:2917:31","STOP","GOALIE STOPPED","42 81 21 3 4 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",21,1,"EV","2:2917:31","FAC","TOR won Def. Zone - TOR #42 BOZAK vs MTL #21 GIONTA","42 81 21 3 4 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",22,1,"EV","2:5617:04","HIT","MTL #76 SUBBAN HIT TOR #42 BOZAK, Def. Zone","42 81 21 4 51 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",23,1,"EV","2:5817:02","SHOT","TOR ONGOAL - #21 VAN RIEMSDYK, Backhand, Off. Zone, 35 ft.","42 81 21 4 51 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",24,1," ","2:5817:02","STOP","GOALIE STOPPED","42 81 21 4 51 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",25,1,"EV","2:5817:02","FAC","TOR won Off. Zone - TOR #43 KADRI vs MTL #51 DESHARNAIS","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",26,1,"EV","3:0216:58","SHOT","TOR ONGOAL - #3 PHANEUF, Wrist, Off. Zone, 59 ft.","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",27,1," ","3:0316:57","STOP","GOALIE STOPPED","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",28,1,"EV","3:0316:57","FAC","MTL won Def. Zone - TOR #41 KULEMIN vs MTL #51 DESHARNAIS","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",29,1,"EV","3:1316:47","GIVE","MTL GIVEAWAY - #79 MARKOV, Def. Zone","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",30,1,"EV","3:1516:45","SHOT","TOR ONGOAL - #3 PHANEUF, Slap, Off. Zone, 57 ft.","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",31,1," ","3:1616:44","STOP","GOALIE STOPPED","43 19 41 3 36 34","C R L D D G","48 51 67 61 79 31","C R L D D G"
"2013020001",32,1,"EV","3:1616:44","FAC","MTL won Def. Zone - TOR #63 BOLLAND vs MTL #81 ELLER","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",33,1,"EV","3:2816:32","BLOCK","TOR #15 RANGER BLOCKED BY  MTL #81 ELLER, Wrist, Def. Zone","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",34,1," ","3:2916:31","STOP","PUCK IN NETTING","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",35,1,"EV","3:2916:31","FAC","TOR won Off. Zone - TOR #63 BOLLAND vs MTL #81 ELLER","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",36,1,"EV","3:4016:20","HIT","MTL #27 GALCHENYUK HIT TOR #15 RANGER, Off. Zone","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",37,1,"EV","3:4416:16","GIVE","TOR GIVEAWAY - #2 FRASER, Def. Zone","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",38,1,"EV","3:4516:15","SHOT","MTL ONGOAL - #27 GALCHENYUK, Wrist, Off. Zone, 18 ft.","63 40 12 2 15 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",39,1,"EV","3:5516:05","SHOT","TOR ONGOAL - #40 BODIE, Wrist, Off. Zone, 14 ft.","63 40 12 2 15 34","C R L D D G","81 15 32 24 55 31","C R L D D G"
"2013020001",40,1,"EV","4:0515:55","HIT","MTL #15 PARROS HIT TOR #2 FRASER, Off. Zone","11 40 12 2 15 34","C R L D D G","15 8 32 26 76 31","C R L D D G"
"2013020001",41,1,"EV","4:1115:49","HIT","TOR #2 FRASER HIT MTL #15 PARROS, Def. Zone","11 40 12 2 15 34","C R L D D G","15 8 32 26 76 31","C R L D D G"
"2013020001",42,1,"EV","4:3015:30","SHOT","MTL ONGOAL - #26 GORGES, Slap, Off. Zone, 59 ft.","11 28 37 4 51 34","C R R D D G","15 17 8 26 76 31","C R R D D G"
"2013020001",43,1,"EV","4:4415:16","SHOT","MTL ONGOAL - #17 BOURQUE, Wrist, Off. Zone, 24 ft.","11 28 37 4 51 34","C R R D D G","14 17 21 61 79 31","C R R D D G"
"2013020001",44,1,"EV","4:4415:16","HIT","TOR #4 FRANSON HIT MTL #17 BOURQUE, Def. Zone","11 28 37 4 51 34","C R R D D G","14 17 21 61 79 31","C R R D D G"
"2013020001",45,1," ","4:4515:15","STOP","GOALIE STOPPED,PLAYER EQUIPMENT","11 28 37 4 51 34","C R R D D G","14 17 21 61 79 31","C R R D D G"
"2013020001",46,1,"EV","4:4515:15","FAC","TOR won Def. Zone - TOR #42 BOZAK vs MTL #14 PLEKANEC","42 81 21 3 36 34","C C L D D G","14 17 21 61 79 31","C C L D D G"
"2013020001",47,1,"EV","4:5515:05","SHOT","MTL ONGOAL - #21 GIONTA, Tip-In, Off. Zone, 11 ft.","42 81 21 3 36 34","C C L D D G","14 17 21 61 79 31","C C L D D G"
"2013020001",48,1,"EV","4:5615:04","HIT","TOR #3 PHANEUF HIT MTL #14 PLEKANEC, Def. Zone","42 81 21 3 36 34","C C L D D G","14 17 21 61 79 31","C C L D D G"
"2013020001",49,1,"EV","5:1614:44","BLOCK","TOR #81 KESSEL BLOCKED BY  MTL #61 DIAZ, Wrist, Def. Zone","42 81 21 4 51 34","C C L D D G","14 17 21 61 79 31","C C L D D G"
"2013020001",50,1,"EV","5:2014:40","SHOT","TOR ONGOAL - #42 BOZAK, Wrist, Off. Zone, 10 ft.","42 81 21 4 51 34","C C L D D G","14 17 21 61 79 31","C C L D D G"
"2013020001",51,1,"EV","5:3014:30","SHOT","TOR ONGOAL - #81 KESSEL, Wrist, Off. Zone, 20 ft.","42 81 21 4 51 34","C C L D D G","48 51 17 61 79 31","C C L D D G"
"2013020001",52,1,"EV","5:3914:21","SHOT","MTL ONGOAL - #48 BRIERE, Wrist, Off. Zone, 26 ft.","11 43 21 4 51 34","C C L D D G","48 51 67 26 76 31","C C L D D G"
"2013020001",53,1,"EV","6:0413:56","HIT","TOR #3 PHANEUF HIT MTL #67 PACIORETTY, Def. Zone","43 19 41 3 36 34","C R L D D G","48 51 67 26 76 31","C R L D D G"
"2013020001",54,1,"EV","6:1813:42","HIT","MTL #81 ELLER HIT TOR #36 GUNNARSSON, Off. Zone","43 19 41 3 36 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",55,1,"EV","6:2313:37","PENL","MTL #81 ELLER Tripping(2 min), Off. Zone Drawn By: TOR #19 LUPUL","43 19 41 3 36 34","C R L D D G","27 81 11 24 55 31","C R L D D G"
"2013020001",56,1," ","6:2313:37","STOP","TV TIMEOUT","43 19 41 3 36 34","C R L D D G","27 11 24 55 31","C R L D D G"
"2013020001",57,1,"PP","6:2313:37","FAC","TOR won Off. Zone - TOR #42 BOZAK vs MTL #14 PLEKANEC","42 81 21 3 4 34","C C L D D G","14 8 26 61 31","C C L D D G"
"2013020001",58,1,"PP","6:3613:24","SHOT","TOR ONGOAL - #42 BOZAK, Wrist, Off. Zone, 25 ft.","42 81 21 3 4 34","C C L D D G","14 8 26 61 31","C C L D D G"
"2013020001",59,1,"PP","6:3813:22","SHOT","TOR ONGOAL - #21 VAN RIEMSDYK, Wrist, Off. Zone, 9 ft.","42 81 21 3 4 34","C C L D D G","14 8 26 61 31","C C L D D G"
"2013020001",60,1," ","7:0312:57","STOP","HAND PASS","42 81 21 3 4 34","C C L D D G","51 67 24 79 31","C C L D D G"
"2013020001",61,1,"SH","7:0312:57","FAC","MTL won Neu. Zone - TOR #43 KADRI vs MTL #14 PLEKANEC","43 19 12 15 51 34","C R L D D G","14 32 24 79 31","C R L D D G"
"2013020001",62,1,"SH","7:1812:42","PENL","MTL #14 PLEKANEC Hi stick - double minor(4 min), Neu. Zone Drawn By: TOR #19 LUPUL","43 19 12 15 51 34","C R L D D G","14 32 24 79 31","C R L D D G"
"2013020001",63,1,"SH","7:1812:42","FAC","MTL won Def. Zone - TOR #42 BOZAK vs MTL #8 PRUST","42 81 21 3 4 34","C C L D D G","8 26 79 31","C C L D D G"
"2013020001",64,1," ","7:2112:39","STOP","PUCK FROZEN","42 81 21 3 4 34","C C L D D G","8 26 79 31","C C L D D G"
"2013020001",65,1,"PP","7:2112:39","FAC","TOR won Off. Zone - TOR #42 BOZAK vs MTL #8 PRUST","42 81 21 3 4 34","C C L D D G","8 26 79 31","C C L D D G"
"2013020001",66,1,"PP","8:0111:59","GOAL","TOR #21 VAN RIEMSDYK(1), Wrist, Off. Zone, 10 ft.Assists: #81 KESSEL(1); #4 FRANSON(1)","42 81 21 3 4 34","C C L D D G","8 26 79 31","C C L D D G"
"2013020001",67,1,"PP","8:0111:59","FAC","TOR won Neu. Zone - TOR #43 KADRI vs MTL #51 DESHARNAIS","43 19 12 15 51 34","C R L D D G","51 67 24 61 31","C R L D D G"
"2013020001",68,1,"SH","8:1711:43","GIVE","MTL GIVEAWAY - #31 PRICE, Def. Zone","43 19 12 15 51 34","C R L D D G","51 67 24 61 31","C R L D D G"
"2013020001",69,1,"SH","8:5911:01","MISS","MTL #21 GIONTA, Backhand, Wide of Net, Off. Zone, 18 ft.","43 19 12 15 51 34","C R L D D G","21 32 26 76 31","C R L D D G"
"2013020001",70,1,"SH","9:1510:45","BLOCK","TOR #81 KESSEL BLOCKED BY  MTL #32 MOEN, Wrist, Def. Zone","43 81 21 3 4 34","C C L D D G","17 32 26 76 31","C C L D D G"
"2013020001",71,1,"PP","9:5010:10","SHOT","TOR ONGOAL - #81 KESSEL, Snap, Off. Zone, 36 ft.","42 81 21 3 4 34","C C L D D G","17 8 24 79 31","C C L D D G"
"2013020001",72,1,"PP","10:039:57","PENL","TOR #3 PHANEUF Boarding(2 min), Def. Zone Drawn By: MTL #8 PRUST","42 81 21 3 4 34","C C L D D G","81 8 26 61 31","C C L D D G"
"2013020001",73,1,"EV","10:039:57","FAC","MTL won Off. Zone - TOR #42 BOZAK vs MTL #81 ELLER","42 81 15 51 34","C C D D G","27 81 55 61 31","C C D D G"
"2013020001",74,1,"EV","10:089:52","GOAL","MTL #81 ELLER(1), Wrist, Off. Zone, 18 ft.Assists: #61 DIAZ(1); #27 GALCHENYUK(1)","42 81 15 51 34","C C D D G","27 81 55 61 31","C C D D G"
"2013020001",75,1,"EV","10:089:52","FAC","TOR won Neu. Zone - TOR #63 BOLLAND vs MTL #81 ELLER","63 12 15 51 34","C L D D G","27 81 55 61 31","C L D D G"
"2013020001",76,1," ","10:289:32","STOP","OFFSIDE,TV TIMEOUT","63 12 15 51 34","C L D D G","27 81 26 76 31","C L D D G"
"2013020001",77,1,"EV","10:289:32","FAC","TOR won Neu. Zone - TOR #63 BOLLAND vs MTL #21 GIONTA","63 12 4 36 34","C L D D G","17 21 24 26 31","C L D D G"
"2013020001",78,1,"EV","10:469:14","SHOT","TOR ONGOAL - #63 BOLLAND, Wrist, Off. Zone, 59 ft.","63 12 4 36 34","C L D D G","17 21 24 26 31","C L D D G"
"2013020001",79,1,"EV","10:599:01","HIT","TOR #63 BOLLAND HIT MTL #26 GORGES, Off. Zone","63 12 4 15 34","C L D D G","17 21 24 26 31","C L D D G"
"2013020001",80,1,"SH","11:298:31","HIT","TOR #41 KULEMIN HIT MTL #67 PACIORETTY, Def. Zone","11 41 2 15 34","C L D D G","48 51 67 76 79 31","C L D D G"
"2013020001",81,1,"PP","11:328:28","SHOT","MTL ONGOAL - #76 SUBBAN, Slap, Off. Zone, 50 ft.","11 41 2 15 34","C L D D G","48 51 67 76 79 31","C L D D G"
"2013020001",82,1," ","11:328:28","STOP","GOALIE STOPPED","11 41 2 15 34","C L D D G","48 51 67 76 79 31","C L D D G"
"2013020001",83,1,"PP","11:328:28","FAC","MTL won Off. Zone - TOR #42 BOZAK vs MTL #51 DESHARNAIS","11 42 2 36 34","C C D D G","48 51 67 76 79 31","C C D D G"
"2013020001",84,1," ","12:008:00","STOP","PUCK IN NETTING","11 41 2 36 34","C L D D G","48 51 67 76 79 31","C L D D G"
"2013020001",85,1,"SH","12:008:00","FAC","TOR won Neu. Zone - TOR #11 MCCLEMENT vs MTL #48 BRIERE","11 37 4 51 34","C R D D G","48 51 67 76 79 31","C R D D G"
"2013020001",86,1,"EV","12:177:43","HIT","TOR #28 ORR HIT MTL #67 PACIORETTY, Off. Zone","11 28 37 4 51 34","C R R D D G","48 51 67 76 79 31","C R R D D G"
"2013020001",87,1,"EV","12:437:17","MISS","MTL #15 PARROS, Wrist, Wide of Net, Off. Zone, 24 ft.","11 28 37 4 51 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",88,1,"EV","13:086:52","HIT","TOR #63 BOLLAND HIT MTL #8 PRUST, Neu. Zone","63 28 37 2 36 34","C R R D D G","15 8 32 24 55 31","C R R D D G"
"2013020001",89,1,"EV","13:156:45","SHOT","TOR ONGOAL - #63 BOLLAND, Wrist, Off. Zone, 14 ft.","63 40 12 2 36 34","C R L D D G","15 8 32 24 55 31","C R L D D G"
"2013020001",90,1," ","13:286:32","STOP","ICING","63 40 12 2 36 34","C R L D D G","81 15 32 24 55 31","C R L D D G"
"2013020001",91,1,"EV","13:286:32","FAC","TOR won Off. Zone - TOR #43 KADRI vs MTL #81 ELLER","43 19 41 2 15 34","C R L D D G","81 15 32 24 55 31","C R L D D G"
"2013020001",92,1," ","13:466:14","STOP","HAND PASS","43 19 41 2 15 34","C R L D D G","81 15 32 24 55 31","C R L D D G"
"2013020001",93,1,"EV","13:466:14","FAC","MTL won Neu. Zone - TOR #42 BOZAK vs MTL #81 ELLER","42 81 21 3 36 34","C C L D D G","27 81 11 26 76 31","C C L D D G"
"2013020001",94,1,"EV","13:546:06","GOAL","MTL #11 GALLAGHER(1), Wrist, Off. Zone, 15 ft.Assists: #81 ELLER(1); #27 GALCHENYUK(2)","42 81 21 3 36 34","C C L D D G","27 81 11 26 76 31","C C L D D G"
"2013020001",95,1,"EV","13:546:06","FAC","TOR won Neu. Zone - TOR #42 BOZAK vs MTL #81 ELLER","42 81 21 3 36 34","C C L D D G","27 81 11 26 76 31","C C L D D G"
"2013020001",96,1,"EV","14:045:56","SHOT","TOR ONGOAL - #81 KESSEL, Wrist, Off. Zone, 50 ft.","42 81 21 3 36 34","C C L D D G","27 81 11 26 76 31","C C L D D G"
"2013020001",97,1,"EV","14:195:41","PENL","TOR #21 VAN RIEMSDYK Holding(2 min), Neu. Zone Drawn By: MTL #76 SUBBAN","42 81 21 3 36 34","C C L D D G","14 17 21 26 76 31","C C L D D G"
"2013020001",98,1," ","14:195:41","STOP","TV TIMEOUT","42 81 3 36 34","C C D D G","14 17 21 26 76 31","C C D D G"
"2013020001",99,1,"SH","14:195:41","FAC","TOR won Def. Zone - TOR #42 BOZAK vs MTL #14 PLEKANEC","11 42 3 36 34","C C D D G","14 17 21 76 79 31","C C D D G"
"2013020001",100,1,"PP","14:325:28","SHOT","MTL ONGOAL - #17 BOURQUE, Wrist, Off. Zone, 13 ft.","11 42 3 36 34","C C D D G","14 17 21 76 79 31","C C D D G"
"2013020001",101,1,"SH","15:414:19","TAKE","TOR TAKEAWAY - #63 BOLLAND, Off. Zone","63 12 2 4 34","C L D D G","27 48 51 55 61 31","C L D D G"
"2013020001",102,1,"SH","15:454:15","SHOT","TOR ONGOAL - #4 FRANSON, Wrist, Off. Zone, 59 ft.","63 12 2 4 34","C L D D G","27 48 51 55 61 31","C L D D G"
"2013020001",103,1,"SH","16:023:58","GIVE","TOR GIVEAWAY - #4 FRANSON, Def. Zone","11 12 2 4 34","C L D D G","27 48 51 55 61 31","C L D D G"
"2013020001",104,1,"SH","16:123:48","BLOCK","MTL #61 DIAZ BLOCKED BY  TOR #2 FRASER, Wrist, Def. Zone","11 12 2 4 34","C L D D G","27 48 51 55 61 31","C L D D G"
"2013020001",105,1,"EV","16:293:31","TAKE","MTL TAKEAWAY - #48 BRIERE, Off. Zone","11 12 21 2 4 34","C L L D D G","27 48 51 55 61 31","C L L D D G"
"2013020001",106,1," ","16:343:26","STOP","ICING","11 12 21 2 4 34","C L L D D G","27 48 51 55 61 31","C L L D D G"
"2013020001",107,1,"EV","16:343:26","FAC","MTL won Off. Zone - TOR #11 MCCLEMENT vs MTL #81 ELLER","11 12 21 2 4 34","C L L D D G","81 11 8 24 26 31","C L L D D G"
"2013020001",108,1,"EV","16:393:21","SHOT","MTL ONGOAL - #81 ELLER, Wrist, Off. Zone, 22 ft.","11 12 21 2 4 34","C L L D D G","81 11 8 24 26 31","C L L D D G"
"2013020001",109,1,"EV","17:152:45","SHOT","TOR ONGOAL - #19 LUPUL, Wrist, Off. Zone, 38 ft.","43 19 41 15 51 34","C R L D D G","81 11 8 24 26 31","C R L D D G"
"2013020001",110,1,"EV","17:442:16","MISS","MTL #17 BOURQUE, Tip-In, Wide of Net, Off. Zone, 11 ft.","43 19 40 3 51 34","C R R D D G","14 17 21 61 79 31","C R R D D G"
"2013020001",111,1,"EV","17:562:04","BLOCK","MTL #21 GIONTA BLOCKED BY  TOR #51 GARDINER, Wrist, Def. Zone","43 40 12 3 51 34","C R L D D G","14 17 21 61 79 31","C R L D D G"
"2013020001",112,1,"EV","18:081:52","GIVE","MTL GIVEAWAY - #79 MARKOV, Def. Zone","63 40 12 4 36 34","C R L D D G","14 17 21 61 79 31","C R L D D G"
"2013020001",113,1,"EV","18:101:50","HIT","TOR #12 RAYMOND HIT MTL #21 GIONTA, Off. Zone","63 40 12 4 36 34","C R L D D G","14 17 21 61 79 31","C R L D D G"
"2013020001",114,1,"EV","18:121:48","SHOT","TOR ONGOAL - #36 GUNNARSSON, Slap, Off. Zone, 63 ft.","63 40 12 4 36 34","C R L D D G","14 17 21 61 79 31","C R L D D G"
"2013020001",115,1,"EV","18:391:21","HIT","TOR #42 BOZAK HIT MTL #26 GORGES, Neu. Zone","42 81 21 2 15 34","C C L D D G","81 15 32 26 76 31","C C L D D G"
"2013020001",116,1,"EV","18:441:16","SHOT","MTL ONGOAL - #81 ELLER, Backhand, Off. Zone, 9 ft.","42 81 21 2 15 34","C C L D D G","81 15 32 26 76 31","C C L D D G"
